source_row,strategy,asset,symbol,side,opened_at,closed_at,timeframe_minutes,entry_price,exit_price,max_favorable_price,max_adverse_price,mfe_gross_eur,mae_gross_eur,mfe_net_eur,mae_net_eur,mfe_at_utc,mae_at_utc,full_candles_used,excursion_quality,algorithm_version,generated_utc
1200,combo_adaptive,PEPE,PEPEUSDTM,LONG,2026-07-20T22:08:31+00:00,2026-07-22T05:00:00+00:00,60,2.9142e-06,2.843593188732e-06,2.9783e-06,2.843593188732e-06,9.078444253302651,-10.0,8.402616118285565,-10.660378215113251,2026-07-21T11:00:00+00:00,2026-07-22T05:00:00+00:00,30,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:54.557567+00:00
1201,combo_adaptive,PEPE,PEPEUSDTM,LONG,2026-07-20T22:08:31+00:00,2026-07-22T05:00:00+00:00,60,2.9142e-06,2.843593188732e-06,2.9783e-06,2.843593188732e-06,9.078444253302651,-10.0,8.402616118285565,-10.660378215113251,2026-07-21T11:00:00+00:00,2026-07-22T05:00:00+00:00,30,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:54.558211+00:00
1216,combo_adaptive,ADA,ADAUSDTM,LONG,2026-07-21T06:08:32+00:00,2026-07-22T05:00:00+00:00,60,0.17558,0.1714683974892,0.17684,0.1714683974892,3.0644985664113316,-10.000000000000012,2.3706664349079896,-10.683256708940341,2026-07-21T14:00:00+00:00,2026-07-22T05:00:00+00:00,22,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:51.273751+00:00
1217,combo_adaptive,ADA,ADAUSDTM,LONG,2026-07-21T06:08:32+00:00,2026-07-22T05:00:00+00:00,60,0.17558,0.1714683974892,0.17684,0.1714683974892,3.0644985664113316,-10.000000000000012,2.3706664349079896,-10.683256708940341,2026-07-21T14:00:00+00:00,2026-07-22T05:00:00+00:00,22,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:51.274277+00:00
1218,combo_adaptive,ADA,ADAUSDTM,LONG,2026-07-21T06:08:32+00:00,2026-07-22T05:00:00+00:00,60,0.17558,0.1714683974892,0.17684,0.1714683974892,3.0644985664113316,-10.000000000000012,2.3706664349079896,-10.683256708940341,2026-07-21T14:00:00+00:00,2026-07-22T05:00:00+00:00,22,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:51.274802+00:00
1219,combo_adaptive,ADA,ADAUSDTM,LONG,2026-07-21T06:08:32+00:00,2026-07-22T05:00:00+00:00,60,0.17558,0.1714683974892,0.17684,0.1714683974892,3.0644985664113316,-10.000000000000012,2.3706664349079896,-10.683256708940341,2026-07-21T14:00:00+00:00,2026-07-22T05:00:00+00:00,22,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:51.275306+00:00
1220,combo_adaptive,ADA,ADAUSDTM,LONG,2026-07-21T06:08:32+00:00,2026-07-22T05:00:00+00:00,60,0.17558,0.1714683974892,0.17684,0.1714683974892,3.0644985664113316,-10.000000000000012,2.3706664349079896,-10.683256708940341,2026-07-21T14:00:00+00:00,2026-07-22T05:00:00+00:00,22,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:51.275827+00:00
1221,combo_adaptive,ADA,ADAUSDTM,LONG,2026-07-21T06:08:32+00:00,2026-07-22T05:00:00+00:00,60,0.17558,0.1714683974892,0.17684,0.1714683974892,3.0644985664113316,-10.000000000000012,2.3706664349079896,-10.683256708940341,2026-07-21T14:00:00+00:00,2026-07-22T05:00:00+00:00,22,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:51.276349+00:00
1222,combo_adaptive,ADA,ADAUSDTM,LONG,2026-07-21T06:08:32+00:00,2026-07-22T05:00:00+00:00,60,0.17558,0.1714683974892,0.17684,0.1714683974892,3.0644985664113316,-10.000000000000012,2.3706664349079896,-10.683256708940341,2026-07-21T14:00:00+00:00,2026-07-22T05:00:00+00:00,22,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:51.276861+00:00
1223,combo_adaptive,ADA,ADAUSDTM,LONG,2026-07-21T06:08:32+00:00,2026-07-22T05:00:00+00:00,60,0.17558,0.1714683974892,0.17684,0.1714683974892,3.0644985664113316,-10.000000000000012,2.3706664349079896,-10.683256708940341,2026-07-21T14:00:00+00:00,2026-07-22T05:00:00+00:00,22,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:51.277356+00:00
1241,combo_adaptive,HYPE,HYPEUSDTM,SHORT,2026-07-21T15:08:33+00:00,2026-07-22T05:00:00+00:00,60,62.044,59.21948350596,59.21948350596,62.044,30.00000658987266,-0.0,28.945626960487097,-1.0789386521686468,2026-07-22T05:00:00+00:00,2026-07-21T15:08:33+00:00,13,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:53.467933+00:00
1242,combo_adaptive,HYPE,HYPEUSDTM,SHORT,2026-07-21T15:08:33+00:00,2026-07-22T05:00:00+00:00,60,62.044,59.21948350596,59.21948350596,62.044,30.00000658987266,-0.0,28.945626960487097,-1.0789386521686468,2026-07-22T05:00:00+00:00,2026-07-21T15:08:33+00:00,13,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:53.468330+00:00
1271,combo_adaptive,HYPE,HYPEUSDTM,SHORT,2026-07-21T18:08:34+00:00,2026-07-22T06:00:00+00:00,60,60.64,58.433925896,58.433925896,61.199,19.999994502452754,-5.067824741970239,19.120386939367023,-5.967858104206113,2026-07-22T06:00:00+00:00,2026-07-22T01:00:00+00:00,11,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:53.468713+00:00
1277,combo_adaptive,HYPE,HYPEUSDTM,SHORT,2026-07-21T22:08:33+00:00,2026-07-22T06:00:00+00:00,60,60.853,58.62400998623,58.62400998623,61.199,19.999994539860396,-3.104544241132553,19.1263722013372,-3.9969950454648857,2026-07-22T06:00:00+00:00,2026-07-22T01:00:00+00:00,7,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:53.469046+00:00
1278,combo_adaptive,HYPE,HYPEUSDTM,SHORT,2026-07-21T22:08:33+00:00,2026-07-22T06:00:00+00:00,60,60.853,58.62400998623,58.62400998623,61.199,19.999994539860396,-3.104544241132553,19.1263722013372,-3.9969950454648857,2026-07-22T06:00:00+00:00,2026-07-22T01:00:00+00:00,7,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:53.469360+00:00
1279,combo_adaptive,HYPE,HYPEUSDTM,SHORT,2026-07-21T22:08:33+00:00,2026-07-22T06:00:00+00:00,60,60.853,58.62400998623,58.62400998623,61.199,19.999994539860396,-3.104544241132553,19.1263722013372,-3.9969950454648857,2026-07-22T06:00:00+00:00,2026-07-22T01:00:00+00:00,7,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:53.469684+00:00
1282,combo_adaptive,LAB,LABUSDTM,LONG,2026-07-17T06:30:10+00:00,2026-07-19T03:00:00+00:00,60,0.1887,0.168450389769,0.21387,0.168450389769,12.429868877904328,-9.999999999999998,12.261808438855747,-10.149099166134956,2026-07-17T13:00:00+00:00,2026-07-19T03:00:00+00:00,44,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:53.744297+00:00
1295,combo_adaptive,AKE,AKEUSDTM,SHORT,2026-07-21T08:08:33+00:00,2026-07-22T07:00:00+00:00,60,0.00162073,0.0018152176,0.00152251,0.0018152176,5.050193431355007,-10.000000000000007,4.9282187345736395,-10.13333333333334,2026-07-21T16:00:00+00:00,2026-07-22T07:00:00+00:00,22,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:51.552037+00:00
1296,combo_adaptive,AKE,AKEUSDTM,SHORT,2026-07-21T08:08:33+00:00,2026-07-22T07:00:00+00:00,60,0.00162073,0.0018152176,0.00152251,0.0018152176,5.050193431355007,-10.000000000000007,4.9282187345736395,-10.13333333333334,2026-07-21T16:00:00+00:00,2026-07-22T07:00:00+00:00,22,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:51.552630+00:00
1297,combo_adaptive,AKE,AKEUSDTM,SHORT,2026-07-21T08:08:33+00:00,2026-07-22T07:00:00+00:00,60,0.00162073,0.0018152176,0.00152251,0.0018152176,5.050193431355007,-10.000000000000007,4.9282187345736395,-10.13333333333334,2026-07-21T16:00:00+00:00,2026-07-22T07:00:00+00:00,22,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:51.553191+00:00
1298,combo_adaptive,AKE,AKEUSDTM,SHORT,2026-07-21T08:08:33+00:00,2026-07-22T07:00:00+00:00,60,0.00162073,0.0018152176,0.00152251,0.0018152176,5.050193431355007,-10.000000000000007,4.9282187345736395,-10.13333333333334,2026-07-21T16:00:00+00:00,2026-07-22T07:00:00+00:00,22,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:51.553796+00:00
1299,combo_adaptive,AKE,AKEUSDTM,SHORT,2026-07-21T08:08:33+00:00,2026-07-22T07:00:00+00:00,60,0.00162073,0.0018152176,0.00152251,0.0018152176,5.050193431355007,-10.000000000000007,4.9282187345736395,-10.13333333333334,2026-07-21T16:00:00+00:00,2026-07-22T07:00:00+00:00,22,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:51.554357+00:00
1300,combo_adaptive,AKE,AKEUSDTM,SHORT,2026-07-21T08:08:33+00:00,2026-07-22T07:00:00+00:00,60,0.00162073,0.0018152176,0.00152251,0.0018152176,5.050193431355007,-10.000000000000007,4.9282187345736395,-10.13333333333334,2026-07-21T16:00:00+00:00,2026-07-22T07:00:00+00:00,22,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:51.554949+00:00
1312,combo_adaptive,GRAM,GRAMUSDTM,SHORT,2026-07-17T20:38:43+00:00,2026-07-21T14:00:00+00:00,60,1.4786,1.5215123579939998,1.4024,1.5215123579939998,17.75712255445252,-9.999999999999963,17.22771023439753,-10.551300397039617,2026-07-20T14:00:00+00:00,2026-07-21T14:00:00+00:00,89,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:53.176278+00:00
1367,combo_adaptive,ZEC,ZECUSDTM,LONG,2026-07-22T04:08:32+00:00,2026-07-22T15:00:00+00:00,60,521.82,509.4422626176,523.46,509.4422626176,1.3249594407552345,-10.000000000000023,0.6412635743726752,-10.674527156463343,2026-07-22T05:00:00+00:00,2026-07-22T15:00:00+00:00,10,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:55.686537+00:00
1368,combo_adaptive,ZEC,ZECUSDTM,LONG,2026-07-22T04:08:32+00:00,2026-07-22T15:00:00+00:00,60,521.82,509.4422626176,523.46,509.4422626176,1.3249594407552345,-10.000000000000023,0.6412635743726752,-10.674527156463343,2026-07-22T05:00:00+00:00,2026-07-22T15:00:00+00:00,10,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:55.686918+00:00
1369,combo_adaptive,ZEC,ZECUSDTM,LONG,2026-07-22T04:08:32+00:00,2026-07-22T15:00:00+00:00,60,521.82,509.4422626176,523.46,509.4422626176,1.3249594407552345,-10.000000000000023,0.6412635743726752,-10.674527156463343,2026-07-22T05:00:00+00:00,2026-07-22T15:00:00+00:00,10,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:55.687273+00:00
1370,combo_adaptive,ZEC,ZECUSDTM,LONG,2026-07-22T04:08:32+00:00,2026-07-22T15:00:00+00:00,60,521.82,509.4422626176,523.46,509.4422626176,1.3249594407552345,-10.000000000000023,0.6412635743726752,-10.674527156463343,2026-07-22T05:00:00+00:00,2026-07-22T15:00:00+00:00,10,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:55.687632+00:00
1371,combo_adaptive,ZEC,ZECUSDTM,LONG,2026-07-22T04:08:32+00:00,2026-07-22T15:00:00+00:00,60,521.82,509.4422626176,523.46,509.4422626176,1.3249594407552345,-10.000000000000023,0.6412635743726752,-10.674527156463343,2026-07-22T05:00:00+00:00,2026-07-22T15:00:00+00:00,10,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:55.687992+00:00
1375,combo_adaptive,ETH,ETHUSDTM,LONG,2026-07-20T22:08:31+00:00,2026-07-22T16:00:00+00:00,60,1899.97,1955.2438322415,1955.2438322415,1894.38,20.000006874756387,-2.0226576283224706,18.900045854625038,-3.1052531154601444,2026-07-22T16:00:00+00:00,2026-07-20T23:00:00+00:00,41,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:52.906916+00:00
1376,combo_adaptive,ETH,ETHUSDTM,LONG,2026-07-20T22:08:31+00:00,2026-07-22T16:00:00+00:00,60,1899.97,1955.2438322415,1955.2438322415,1894.38,20.000006874756387,-2.0226576283224706,18.900045854625038,-3.1052531154601444,2026-07-22T16:00:00+00:00,2026-07-20T23:00:00+00:00,41,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:52.907673+00:00
1377,combo_adaptive,ADA,ADAUSDTM,LONG,2026-07-20T22:08:31+00:00,2026-07-22T16:00:00+00:00,60,0.16952,0.18048322795360003,0.18048322795360003,0.16905,30.000004638780545,-1.2861177601982408,29.25779976147397,-2.0040777252503363,2026-07-22T16:00:00+00:00,2026-07-20T23:00:00+00:00,41,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:51.278100+00:00
1378,combo_adaptive,ADA,ADAUSDTM,LONG,2026-07-20T22:08:31+00:00,2026-07-22T16:00:00+00:00,60,0.16952,0.18048322795360003,0.18048322795360003,0.16905,30.000004638780545,-1.2861177601982408,29.25779976147397,-2.0040777252503363,2026-07-22T16:00:00+00:00,2026-07-20T23:00:00+00:00,41,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:51.278931+00:00
1393,combo_adaptive,DOGE,DOGEUSDTM,SHORT,2026-07-22T13:08:33+00:00,2026-07-22T16:00:00+00:00,60,0.07239,0.073432416,0.07239,0.073432416,-0.0,-10.000000000000043,-1.1031682993557494,-11.111111111111153,2026-07-22T13:08:33+00:00,2026-07-22T16:00:00+00:00,2,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:52.368545+00:00
1394,combo_adaptive,DOGE,DOGEUSDTM,SHORT,2026-07-22T13:08:33+00:00,2026-07-22T16:00:00+00:00,60,0.07239,0.073432416,0.07239,0.073432416,-0.0,-10.000000000000043,-1.1031682993557494,-11.111111111111153,2026-07-22T13:08:33+00:00,2026-07-22T16:00:00+00:00,2,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:52.368834+00:00
1395,combo_adaptive,DOGE,DOGEUSDTM,SHORT,2026-07-22T13:08:33+00:00,2026-07-22T16:00:00+00:00,60,0.07239,0.073432416,0.07239,0.073432416,-0.0,-10.000000000000043,-1.1031682993557494,-11.111111111111153,2026-07-22T13:08:33+00:00,2026-07-22T16:00:00+00:00,2,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:52.369092+00:00
1396,combo_adaptive,DOGE,DOGEUSDTM,SHORT,2026-07-22T13:08:33+00:00,2026-07-22T16:00:00+00:00,60,0.07239,0.073432416,0.07239,0.073432416,-0.0,-10.000000000000043,-1.1031682993557494,-11.111111111111153,2026-07-22T13:08:33+00:00,2026-07-22T16:00:00+00:00,2,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:52.369352+00:00
1397,combo_adaptive,DOGE,DOGEUSDTM,SHORT,2026-07-22T13:08:33+00:00,2026-07-22T16:00:00+00:00,60,0.07239,0.073432416,0.07239,0.073432416,-0.0,-10.000000000000043,-1.1031682993557494,-11.111111111111153,2026-07-22T13:08:33+00:00,2026-07-22T16:00:00+00:00,2,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:52.369618+00:00
1398,combo_adaptive,DOGE,DOGEUSDTM,SHORT,2026-07-22T13:08:33+00:00,2026-07-22T16:00:00+00:00,60,0.07239,0.073432416,0.07239,0.073432416,-0.0,-10.000000000000043,-1.1031682993557494,-11.111111111111153,2026-07-22T13:08:33+00:00,2026-07-22T16:00:00+00:00,2,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:52.369881+00:00
1412,combo_adaptive,HYPE,HYPEUSDTM,SHORT,2026-07-22T12:08:33+00:00,2026-07-22T17:00:00+00:00,60,58.349,59.429385416079995,57.398,59.429385416079995,8.8024142666655,-9.999999999999988,7.953196964400221,-10.864121253494277,2026-07-22T16:00:00+00:00,2026-07-22T17:00:00+00:00,4,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:53.470012+00:00
1413,combo_adaptive,HYPE,HYPEUSDTM,SHORT,2026-07-22T12:08:33+00:00,2026-07-22T17:00:00+00:00,60,58.349,59.429385416079995,57.398,59.429385416079995,8.8024142666655,-9.999999999999988,7.953196964400221,-10.864121253494277,2026-07-22T16:00:00+00:00,2026-07-22T17:00:00+00:00,4,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:53.470295+00:00
1429,combo_adaptive,ADA,ADAUSDTM,LONG,2026-07-22T17:08:33+00:00,2026-07-22T18:00:00+00:00,60,0.1796,0.175798329572,0.1796,0.175798329572,0.0,-10.000000000000009,-0.7639638280054716,-10.755878252579562,2026-07-22T17:08:33+00:00,2026-07-22T18:00:00+00:00,0,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:51.279183+00:00
1430,combo_adaptive,ADA,ADAUSDTM,LONG,2026-07-22T17:08:33+00:00,2026-07-22T18:00:00+00:00,60,0.1796,0.175798329572,0.1796,0.175798329572,0.0,-10.000000000000009,-0.7639638280054716,-10.755878252579562,2026-07-22T17:08:33+00:00,2026-07-22T18:00:00+00:00,0,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:51.279395+00:00
1431,combo_adaptive,ADA,ADAUSDTM,LONG,2026-07-22T17:08:33+00:00,2026-07-22T18:00:00+00:00,60,0.1796,0.175798329572,0.1796,0.175798329572,0.0,-10.000000000000009,-0.7639638280054716,-10.755878252579562,2026-07-22T17:08:33+00:00,2026-07-22T18:00:00+00:00,0,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:51.279612+00:00
1440,combo_adaptive,HYPE,HYPEUSDTM,SHORT,2026-07-22T07:08:32+00:00,2026-07-22T19:00:00+00:00,60,58.573,59.75862177994001,57.398,59.75862177994001,9.910411733997156,-10.000000000000059,9.13573615111236,-10.790444318632115,2026-07-22T16:00:00+00:00,2026-07-22T19:00:00+00:00,11,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:53.470678+00:00
1441,combo_adaptive,HYPE,HYPEUSDTM,SHORT,2026-07-22T07:08:32+00:00,2026-07-22T19:00:00+00:00,60,58.573,59.75862177994001,57.398,59.75862177994001,9.910411733997156,-10.000000000000059,9.13573615111236,-10.790444318632115,2026-07-22T16:00:00+00:00,2026-07-22T19:00:00+00:00,11,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:53.471065+00:00
1442,combo_adaptive,HYPE,HYPEUSDTM,SHORT,2026-07-22T07:08:32+00:00,2026-07-22T19:00:00+00:00,60,58.573,59.75862177994001,57.398,59.75862177994001,9.910411733997156,-10.000000000000059,9.13573615111236,-10.790444318632115,2026-07-22T16:00:00+00:00,2026-07-22T19:00:00+00:00,11,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:53.471429+00:00
1454,combo_adaptive,ADA,ADAUSDTM,LONG,2026-07-22T16:08:33+00:00,2026-07-22T19:00:00+00:00,60,0.1775,0.173922606425,0.17999,0.173922606425,6.960374775090325,-10.00000000000001,6.1527942826641056,-10.793874070733198,2026-07-22T17:00:00+00:00,2026-07-22T19:00:00+00:00,2,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:51.279888+00:00
1455,combo_adaptive,ADA,ADAUSDTM,LONG,2026-07-22T16:08:33+00:00,2026-07-22T19:00:00+00:00,60,0.1775,0.173922606425,0.17999,0.173922606425,6.960374775090325,-10.00000000000001,6.1527942826641056,-10.793874070733198,2026-07-22T17:00:00+00:00,2026-07-22T19:00:00+00:00,2,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:51.280155+00:00
1456,combo_adaptive,ADA,ADAUSDTM,LONG,2026-07-22T16:08:33+00:00,2026-07-22T19:00:00+00:00,60,0.1775,0.173922606425,0.17999,0.173922606425,6.960374775090325,-10.00000000000001,6.1527942826641056,-10.793874070733198,2026-07-22T17:00:00+00:00,2026-07-22T19:00:00+00:00,2,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:51.280438+00:00
1457,combo_adaptive,ADA,ADAUSDTM,LONG,2026-07-22T16:08:33+00:00,2026-07-22T19:00:00+00:00,60,0.1775,0.173922606425,0.17999,0.173922606425,6.960374775090325,-10.00000000000001,6.1527942826641056,-10.793874070733198,2026-07-22T17:00:00+00:00,2026-07-22T19:00:00+00:00,2,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:51.280706+00:00
1460,combo_adaptive,ETH,ETHUSDTM,LONG,2026-07-22T17:08:33+00:00,2026-07-22T19:00:00+00:00,60,1949.0,1920.9344,1949.0,1920.9344,0.0,-9.999999999999966,-1.1191691288387502,-11.111111111111077,2026-07-22T17:08:33+00:00,2026-07-22T19:00:00+00:00,1,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:52.907929+00:00
1461,combo_adaptive,ETH,ETHUSDTM,LONG,2026-07-22T17:08:33+00:00,2026-07-22T19:00:00+00:00,60,1949.0,1920.9344,1949.0,1920.9344,0.0,-9.999999999999966,-1.1191691288387502,-11.111111111111077,2026-07-22T17:08:33+00:00,2026-07-22T19:00:00+00:00,1,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:52.908163+00:00
1462,combo_adaptive,HYPE,HYPEUSDTM,SHORT,2026-07-22T06:08:33+00:00,2026-07-22T20:00:00+00:00,60,58.871,59.99660468935001,57.398,59.99660468935001,13.086299425872225,-10.000000000000048,12.267766925977352,-10.836826648744678,2026-07-22T16:00:00+00:00,2026-07-22T20:00:00+00:00,13,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:53.471841+00:00
1463,combo_adaptive,HYPE,HYPEUSDTM,SHORT,2026-07-22T06:08:33+00:00,2026-07-22T20:00:00+00:00,60,58.871,59.99660468935001,57.398,59.99660468935001,13.086299425872225,-10.000000000000048,12.267766925977352,-10.836826648744678,2026-07-22T16:00:00+00:00,2026-07-22T20:00:00+00:00,13,HISTORICAL_OHLC_1H_CONSERVATIVE_PARTIAL_CANDLES,HISTORICAL_OHLC_1H_CONSERVATIVE_V1,2026-07-23T04:10:53.472242+00:00
